symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio
TUIGn,2025-03-21T10:53:51.970941,Germany,Europe,Tui,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOBINA,2025-03-21T10:53:52.001650,Sweden,Europe,Nobina publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITC,2025-03-21T10:53:51.986448,Belgium,Europe,Titan Cement,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEAD,2025-03-21T10:53:52.001650,United Kingdom,Europe,Headlam,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZN,2025-03-21T10:44:28.996004,United Kingdom,Europe,Astrazeneca PLC,NMS,USD,"investpy, Yahoo Finance",Drug Manufacturers - General,Healthcare,237457620992.0,54072999936.0,0.1301,0.22718,0.17593999,0.078779995,13.938069,34.00889,4.3914266,2.909063,143667806208.0,94300.0,https://www.astrazeneca.com,54073000000.0,10003000000.0,7035000000.0,17121000000.0,43866000000.0,2024-12-31,104035000000.0,30114000000.0,,5488000000.0,25827000000.0,27866000000.0,0.9268283930237565
MBQGn,2025-03-21T10:53:51.939388,Germany,Europe,Mobotix AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMAG,2025-03-21T10:53:52.372701,Austria,Europe,PIERER Mobility AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2Dn,2025-03-21T10:53:52.388279,Austria,Europe,Telefonica Deutschland AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNOV,2025-03-21T10:53:53.062728,France,Europe,Novacyt,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1COV,2025-03-21T10:53:53.077949,Austria,Europe,Covestro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERWb,2025-03-21T10:53:53.124093,Sweden,Europe,Aerowash,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRNG,2025-03-21T10:53:53.139253,Germany,Europe,Krones AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXII,2025-03-21T10:53:53.093650,Italy,Europe,Nexi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSGnEUR,2025-03-21T10:53:53.169586,Switzerland,Europe,Adidas,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWN,2025-03-21T10:53:53.844910,Switzerland,Europe,New Value AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEQGn,2025-03-21T10:53:53.844910,Austria,Europe,Deutsche Euroshop AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIONn,2025-03-21T10:53:54.280956,Germany,Europe,BB Biotech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETGG,2025-03-21T10:53:54.328663,Germany,Europe,Envitec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELIA,2025-03-21T10:53:54.280956,Sweden,Europe,Telia Company,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAGG,2025-03-21T10:53:54.359684,Germany,Europe,Aumann,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDDS,2025-03-21T10:53:54.280956,France,Europe,Editions du Signe,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTINOK,2025-03-21T10:53:54.265949,Sweden,Europe,Multiconsult AS SE,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENOb,2025-03-21T10:53:54.359684,Sweden,Europe,Genovis AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOE,2025-03-21T10:53:54.767228,France,Europe,Fonciere Volta,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPS,2025-03-21T10:53:55.285190,United Kingdom,Europe,JPMorgan Japan Smaller,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1AG,2025-03-21T10:53:55.285190,Austria,Europe,GEA Group AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOED,2025-03-21T10:53:55.379548,Italy,Europe,Mondadori Editore,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCS,2025-03-21T10:53:55.347489,Norway,Europe,Polarcus,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROMR,2025-03-21T10:53:55.300400,Norway,Europe,RomReal,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABAT,2025-03-21T10:53:55.316431,Sweden,Europe,Gabather,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFb,2025-03-21T10:53:55.347489,Sweden,Europe,Softronic B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKWY,2025-03-21T10:53:55.847932,Netherlands,Europe,Takeaway Com,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSA,2025-03-21T10:53:56.240930,United Kingdom,Europe,Asiamet Resources,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSUG,2025-03-21T10:53:56.271967,Germany,Europe,WashTec AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUSTAY,2025-03-21T10:53:56.303378,Sweden,Europe,Nustay,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGEN,2025-03-21T10:53:56.240930,France,Europe,Genoway,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNEV,2025-03-21T10:53:56.350525,France,Europe,Neovacs,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVKn,2025-03-21T10:53:56.240930,Germany,Europe,Evonik,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNH,2025-03-21T10:53:56.271967,Germany,Europe,Senior Housing Properties,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASM,2025-03-21T10:53:56.773262,Spain,Europe,Masmovil Ibercom,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REALFI,2025-03-21T10:53:57.166590,Sweden,Europe,Realfiction,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNMP,2025-03-21T10:53:57.228907,Sweden,Europe,ShaMaran Petroleum,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAHOOT-ME,2025-03-21T10:53:57.228907,Norway,Europe,Kahoot,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCOMUSD,2025-03-21T10:53:57.197427,Switzerland,Europe,Qualcomm,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COHE,2025-03-21T10:53:57.213432,France,Europe,Coheris,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AITN,2025-03-21T10:53:57.213432,Germany,Europe,Applied Industrial Technologies,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMIDAb,2025-03-21T10:53:57.150549,Sweden,Europe,Umida B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GELE,2025-03-21T10:53:57.899287,Italy,Europe,Gel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESN,2025-03-21T10:53:58.308895,Switzerland,Europe,Nestle,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXLA,2025-03-21T10:53:58.293421,Norway,Europe,XXL ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRLA,2025-03-21T10:53:58.370990,France,Europe,Verallia Deutschland,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMU,2025-03-21T10:53:58.370990,Finland,Europe,PunaMusta Media,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOUT,2025-03-21T10:53:58.355922,Sweden,Europe,Scout Gaming,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOUY,2025-03-21T10:53:58.293421,France,Europe,Bouygues,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITWB,2025-03-21T10:53:58.370990,Italy,Europe,Italian Wine Brands SpA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPKG,2025-03-21T10:53:58.808385,Germany,Europe,LPKF,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNAn,2025-03-21T10:53:59.276714,Italy,Europe,Vonovia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRMDa,2025-03-21T10:53:59.308744,Denmark,Europe,Torm A,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHAL,2025-03-21T10:53:59.230261,Sweden,Europe,PharmaLundensis,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALCO,2025-03-21T10:53:59.292745,Sweden,Europe,Balco Group,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTAS,2025-03-21T10:53:59.292745,United Kingdom,Europe,NASCIT,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIG,2025-03-21T10:53:59.308744,Switzerland,Europe,Heidelbergcement,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIIU,2025-03-21T10:53:59.230261,Germany,Europe,Federated Investors B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EONGn,2025-03-21T10:53:59.901862,Germany,Europe,E.ON SE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOJAMO,2025-03-21T10:54:00.354406,Finland,Europe,Kojamo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLDYH,2025-03-21T10:54:00.309146,France,Europe,Design Your Home Holding AB,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYS1,2025-03-21T10:54:00.324407,United Kingdom,Europe,System1 Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGF,2025-03-21T10:54:00.387189,France,Europe,CS Communication,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRBG,2025-03-21T10:54:00.387189,United Kingdom,Europe,Tribal,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBDUb,2025-03-21T10:54:00.324407,Sweden,Europe,Obducat AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONTEX,2025-03-21T10:54:00.324407,Belgium,Europe,Ontex Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRGDNOK,2025-03-21T10:54:00.747498,Sweden,Europe,Borregaard,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHMG,2025-03-21T10:54:01.218323,Switzerland,Europe,Rheinmetall AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARC,2025-03-21T10:54:01.248596,United Kingdom,Europe,Arcontech,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDRILL,2025-03-21T10:54:01.186987,Norway,Europe,Borr Drilling,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICTA,2025-03-21T10:54:01.294896,Netherlands,Europe,ICT Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEC1_p,2025-03-21T10:54:01.264663,Germany,Europe,Metro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASTAT,2025-03-21T10:54:01.218323,Sweden,Europe,Fastator,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALU10,2025-03-21T10:54:01.264663,France,Europe,U10,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIM,2025-03-21T10:54:01.735181,Germany,Europe,BlackBerry,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
MERL,2025-03-21T10:54:02.141972,United Kingdom,Europe,Merlin Entertainments PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQIH,2025-03-21T10:54:02.220865,United Kingdom,Europe,Randall&Quilter,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPBN,2025-03-21T10:54:02.266524,Switzerland,Europe,VP Bank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFTKn,2025-03-21T10:54:02.220865,Germany,Europe,DF Deutsche Forfait AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLGES,2025-03-21T10:54:02.220865,France,Europe,Green Energy 4 Seasons,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICKE,2025-03-21T10:54:02.189484,Sweden,Europe,Nickel Mountain,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,2025-03-21T10:54:02.205485,United Kingdom,Europe,21St Century,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2U3,2025-03-21T10:54:02.567910,Germany,Europe,Alcon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLCIO,2025-03-21T10:54:03.259764,France,Europe,Cioa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILr,2025-03-21T10:54:03.717241,Greece,Europe,Unibios,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRBT,2025-03-21T10:54:03.765243,France,Europe,Guerbet,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASNOK,2025-03-21T10:54:03.701179,Sweden,Europe,Norwegian Air Shuttle,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORDb,2025-03-21T10:54:03.653666,Denmark,Europe,F.E. Bording B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1V,2025-03-21T10:54:03.701179,Germany,Europe,MC Mining,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INHG,2025-03-21T10:54:03.637608,Austria,Europe,Indus AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULVR,2025-03-21T10:54:03.701179,United Kingdom,Europe,Unilever,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS,2025-03-21T10:54:04.189194,United Kingdom,Europe,Purpose Canadian Preferred Share ETF,NMS,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
TERR,2025-03-21T10:54:04.530997,France,Europe,Terreis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMMb,2025-03-21T10:54:04.702280,Sweden,Europe,Lammhults Design B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC8G,2025-03-21T10:54:04.593431,Germany,Europe,Bechtle AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEONE,2025-03-21T10:54:04.624475,Sweden,Europe,TargetEveryOne,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANB,2025-03-21T10:54:04.624475,Germany,Europe,Hanesbrands,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMDG,2025-03-21T10:54:04.763212,France,Europe,MGI Digital,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGMb,2025-03-21T10:54:04.921417,Sweden,Europe,TagMaster AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSC,2025-03-21T10:54:04.640475,United Kingdom,Europe,Bmo Global Smaller,NCM,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV,2025-03-21T10:54:05.296914,Austria,Europe,"The Travelers Companies, Inc.",NYQ,USD,"investpy, Yahoo Finance",Insurance - Property & Casualty,Financial Services,58844729344.0,46422999040.0,0.10767999,0.22418,0.18941,0.0317,12.213648,12.09413,1.267577,2.1106648,61687615488.0,34000.0,https://www.travelers.com,46428000000.0,,4999000000.0,,,2024-12-31,133189000000.0,8033000000.0,,699000000.0,,,
AVV,2025-03-21T10:54:05.718203,United Kingdom,Europe,Aveva,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RATOa,2025-03-21T10:54:05.733257,Sweden,Europe,Ratos A,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBLS,2025-03-21T10:54:05.749257,United Kingdom,Europe,NB Global Floating Rate,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOTEC,2025-03-21T10:54:05.765253,Norway,Europe,Biotec Pharmacon,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,2025-03-21T10:54:06.003050,Germany,Europe,TDK,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOODr,2025-03-21T10:54:06.160816,Greece,Europe,Foodlink SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESUN,2025-03-21T10:54:06.563313,Switzerland,Europe,Edisun Power Europe AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSRA,2025-03-21T10:54:06.490218,Germany,Europe,CoreCivic,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSPL,2025-03-21T10:54:06.444437,Sweden,Europe,Insplorion,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMG,2025-03-21T10:54:05.749257,United Kingdom,Europe,"Emergent Capital, Inc.",YHD,USD,"investpy, Yahoo Finance",Unknown,Unknown,8481660.0,,,,,,-0.5,,,0.0427777,,,,,,,,,,,,,,,,
BON,2025-03-21T10:54:05.733257,Norway,Europe,Bon Natural Life Limited,NCM,USD,"investpy, Yahoo Finance",Specialty Chemicals,Basic Materials,1084345.0,23844556.0,0.0167,0.07857,0.00908,0.02162,0.44827586,1.5294117,0.04547558,0.02351239,8991821.0,97.0,https://www.bnlus.com,23844556.0,1936984.0,398172.0,2296726.0,7110009.0,2024-09-30,61765432.0,7300223.0,,80466.0,39793857.0,16445832.0,2.419692539726783
CIAZ,2025-03-21T10:54:06.975776,Italy,Europe,CIA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAG,2025-03-21T10:54:06.913917,Austria,Europe,Fraport AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASYb,2025-03-21T10:54:06.945319,Sweden,Europe,EasyFill,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEL,2025-03-21T10:54:07.352498,Germany,Europe,American Equity Inv. Life,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAIN,2025-03-21T10:54:07.400020,France,Europe,Bains Mer Monaco,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEVG,2025-03-21T10:54:07.416020,Germany,Europe,Fortec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEZI,2025-03-21T10:54:07.352498,Sweden,Europe,Senzime,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSMGn,2025-03-21T10:54:07.777325,Italy,Europe,Prosiebensat,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNU,2025-03-21T10:54:07.508532,United Kingdom,Europe,Surgical Innovations,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDHN,2025-03-21T10:54:07.807378,Switzerland,Europe,Energiedienst Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLAB,2025-03-21T10:54:08.512841,Italy,Europe,Clabo SPA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GETIb,2025-03-21T10:54:08.496810,Sweden,Europe,Getinge B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOBV,2025-03-21T10:54:08.433357,Finland,Europe,Biohit Oyj B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTr,2025-03-21T10:54:08.873192,Greece,Europe,Karatzi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLFIR,2025-03-21T10:54:08.841194,France,Europe,Firstcaution,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBOO,2025-03-21T10:54:09.339028,Norway,Europe,Selvaag Bolig,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAM,2025-03-21T10:54:09.400972,United Kingdom,Europe,Scottish American,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZX,2025-03-21T10:54:08.496810,United Kingdom,Europe,3237,YHD,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHK,2025-03-21T10:54:07.853207,Belgium,Europe,Schwab 1000 Index ETF,PCX,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,24.524181,,,,,,,,,,,,,,,,,,
ECPG,2025-03-21T10:54:08.857191,Germany,Europe,Encore Capital Group Inc,NMS,USD,"investpy, Yahoo Finance",Credit Services,Financial Services,817586752.0,1316360960.0,-0.10578,-0.056649998,-0.16344,0.03669,4.626005,,0.6210962,1.0654851,4378591232.0,7350.0,https://www.encorecapital.com,1316361000.0,276474000.0,-139244000.0,188764000.0,603557000.0,2024-12-31,4789729000.0,3672762000.0,,199865000.0,245867000.0,233545000.0,1.052760709927423
GREAT,2025-03-21T10:54:09.795528,Sweden,Europe,Greater Than,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPCI,2025-03-21T10:54:10.410842,France,Europe,Primecity Investment,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLME,2025-03-21T10:54:10.426894,Norway,Europe,Polaris Media,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54M,2025-03-21T10:54:10.396843,Germany,Europe,Motorcar Parts,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIS,2025-03-21T10:54:10.442894,France,Europe,Spir Communication,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALVAL,2025-03-21T10:54:10.491000,France,Europe,Valbiotis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKB,2025-03-21T10:54:09.261760,Switzerland,Europe,"Blackbaud, Inc.",NMS,USD,"investpy, Yahoo Finance",Software - Application,Technology,3147689472.0,1155495040.0,-0.24507,0.20823999,-0.59571,0.041690003,13.6895075,,2.7241046,21.80423,4141660672.0,2600.0,https://www.blackbaud.com,1155495000.0,134854000.0,-283172000.0,-134292000.0,639203000.0,2024-12-31,2495715000.0,1109171000.0,,67628000.0,976308000.0,1252097000.0,0.7797383110094506
APGNA,2025-03-21T10:54:11.435783,Ireland,Europe,Applegreen Plc,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGIL,2025-03-21T10:54:11.529627,France,Europe,Groupe Guillin,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADKO,2025-03-21T10:54:11.498392,Austria,Europe,Addiko Bank,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,2025-03-21T10:54:09.811579,Austria,Europe,eBay Inc.,NMS,USD,"investpy, Yahoo Finance",Internet Retail,Consumer Cyclical,30914439168.0,10282999808.0,0.19206,0.18573,0.34291,0.06874,12.708812,16.794935,3.0063639,6.0578938,32880439296.0,11500.0,https://www.ebayinc.com,10283000000.0,2318000000.0,1975000000.0,2861000000.0,7403000000.0,2024-12-31,19365000000.0,7863000000.0,,2433000000.0,7567000000.0,6098000000.0,1.2408986552968186
SW,2025-03-21T10:54:10.759386,Ireland,Europe,Smurfit WestRock plc,NYQ,USD,"investpy, Yahoo Finance",Packaging & Containers,Consumer Cyclical,23859521536.0,21109000192.0,0.01511,0.029979998,0.02708,0.0298,12.66205,55.7439,1.1303009,1.3650073,37551845376.0,100000.0,https://www.smurfitwestrock.com,21109000000.0,1402000000.0,319000000.0,2549000000.0,4195000000.0,2024-12-31,43759000000.0,13595000000.0,,855000000.0,10055000000.0,7333000000.0,1.3711986908495841
AVA,2025-03-21T10:54:12.011997,Germany,Europe,Avista Corporation,NYQ,USD,"investpy, Yahoo Finance",Utilities - Diversified,Utilities,3205052160.0,1938000000.0,0.09288,0.18631001,0.07092,0.02461,15.503877,17.467249,1.6537937,1.2356356,6323050496.0,,https://investor.avistacorp.com,1938000000.0,306000000.0,180000000.0,602000000.0,1140000000.0,2024-12-31,7941000000.0,3117000000.0,,30000000.0,656000000.0,771000000.0,0.8508430609597925
GLDP,2025-03-21T10:54:12.461573,United Kingdom,Europe,Goldplat,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AALLON,2025-03-21T10:54:12.463571,Finland,Europe,Aallon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLA1V,2025-03-21T10:54:12.439573,Finland,Europe,Glaston,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPT,2025-03-21T10:54:11.559886,United Kingdom,Europe,"Sprout Social, Inc",NCM,USD,"investpy, Yahoo Finance",Software - Application,Technology,1449165824.0,405908000.0,-0.15267,-0.09951,-0.39880002,-0.08688,35.338028,,3.570183,7.7533994,1402273408.0,1322.0,https://www.sproutsocial.com,405908000.0,-60356000.0,-61971000.0,-45908000.0,314433000.0,2024-12-31,428341000.0,43290000.0,,86437000.0,210215000.0,220752000.0,0.9522677031238675
ALVG,2025-03-21T10:54:12.954218,Switzerland,Europe,Allianz,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
